STATE_UT,DISTRICT,BLOCK,VILLAGE,LATITUDE,LONGITUDE,DATE,DTWL,
Tamil Nadu,Tiruppur,,,11.24610,77.23710,10-01-2026,10.25,
Tamil Nadu,Tiruppur,,,11.16070,77.37240,10-01-2026,9.51,
Tamil Nadu,Tiruppur,,,11.16010,77.28600,10-01-2026,12.89,
Tamil Nadu,Tiruppur,,,11.15110,77.42230,10-01-2026,14.27,
Tamil Nadu,Tiruppur,,,11.09600,77.26870,10-01-2026,12.3,
Tamil Nadu,Tiruppur,,,11.03650,77.71320,10-01-2026,2.17,
Tamil Nadu,Tiruppur,,,11.01250,77.45000,10-01-2026,0.94,
Tamil Nadu,Tiruppur,,,10.98340,77.22190,10-01-2026,14.52,
Tamil Nadu,Tiruppur,,,10.97470,77.54220,10-01-2026,4.32,
Tamil Nadu,Tiruppur,,,10.95610,77.25940,10-01-2026,4.02,
Tamil Nadu,Tiruppur,,,10.94750,77.71080,10-01-2026,1.34,
Tamil Nadu,Tiruppur,,,10.90080,77.67280,10-01-2026,8.41,
Tamil Nadu,Tiruppur,,,10.89180,77.60420,10-01-2026,3.33,
Tamil Nadu,Tiruppur,,,10.88890,77.52920,10-01-2026,17.3,
Tamil Nadu,Tiruppur,,,10.84810,77.44750,10-01-2026,55.73,
Tamil Nadu,Tiruppur,,,10.77630,77.31480,10-01-2026,8.46,
Tamil Nadu,Tiruppur,,,10.69490,77.62110,10-01-2026,8.66,
Tamil Nadu,Tiruppur,,,10.68860,77.28180,10-01-2026,8,
Tamil Nadu,Tiruppur,,,10.67490,77.15360,10-01-2026,6.34,
Tamil Nadu,Tiruvallur,CHOLAVARAM,,13.24250,80.16000,10-01-2026,4.59,
Tamil Nadu,Tiruvallur,ELLAPURAM,,13.31190,80.00560,10-01-2026,3.52,
Tamil Nadu,Tiruvallur,ELLAPURAM,,13.31140,80.04310,10-01-2026,4.16,
Tamil Nadu,Tiruvallur,GUMMUDIPUNDI,,13.45500,80.08190,10-01-2026,1.3,
Tamil Nadu,Tiruvallur,GUMMUDIPUNDI,,13.40940,80.12830,10-01-2026,2.01,
Tamil Nadu,Tiruvallur,GUMMUDIPUNDI,,13.36250,80.07830,10-01-2026,3.42,
Tamil Nadu,Tiruvallur,KADAMBATTUR,,13.09640,79.86000,10-01-2026,3.99,
Tamil Nadu,Tiruvallur,Minjur,,13.35780,80.28440,10-01-2026,2.15,
Tamil Nadu,Tiruvallur,Minjur,,13.32810,80.11440,10-01-2026,5.09,
Tamil Nadu,Tiruvallur,Minjur,,13.31190,80.21170,10-01-2026,0.58,
Tamil Nadu,Tiruvallur,Minjur,,13.30190,80.23970,10-01-2026,3.51,
Tamil Nadu,Tiruvallur,Minjur,,13.29920,80.26110,10-01-2026,1.09,
Tamil Nadu,Tiruvallur,Minjur,,13.29750,80.22670,10-01-2026,4.09,
Tamil Nadu,Tiruvallur,Minjur,,13.28670,80.20390,10-01-2026,20.15,
Tamil Nadu,Tiruvallur,Minjur,,13.26330,80.25440,10-01-2026,4.86,
Tamil Nadu,Tiruvallur,Minjur,,13.26190,80.27390,10-01-2026,3.22,
Tamil Nadu,Tiruvallur,PONNAMALLEE,,13.06110,80.04940,10-01-2026,3.49,
Tamil Nadu,Tiruvallur,PONNAMALLEE,,13.04940,80.10830,10-01-2026,4.24,
Tamil Nadu,Tiruvallur,TIRUVALLUR,,13.12640,79.91030,10-01-2026,4.11,
Tamil Nadu,Tiruvallur,Turuvalangadu,,13.21110,79.71220,10-01-2026,3.54,
Tamil Nadu,Tiruvallur,,,13.31210,80.00570,10-01-2026,3.89,
Tamil Nadu,Tiruvallur,,,13.31130,80.16070,10-01-2026,4.79,
Tamil Nadu,Tiruvallur,,,13.22950,80.02570,10-01-2026,8.96,
Tamil Nadu,Tiruvallur,,,13.18390,79.59070,10-01-2026,3.75,
Tamil Nadu,Tiruvallur,,,13.08670,79.90810,10-01-2026,3.23,
Tamil Nadu,Tiruvannamalai,Anakkavur,Veerambakkam,12.59170,79.62500,10-01-2026,0.6,
Tamil Nadu,Tiruvannamalai,Chengam,Thukkappatti,12.29170,78.79170,10-01-2026,4.75,
Tamil Nadu,Tiruvannamalai,Chetput,Modaiyur,12.50220,79.22560,10-01-2026,16.23,
Tamil Nadu,Tiruvannamalai,Cheyyar,Kodanagar,12.65830,79.53330,10-01-2026,1.44,
Tamil Nadu,Tiruvannamalai,Kalasapakkam,Elathur,12.44390,79.05670,10-01-2026,5.8,
Tamil Nadu,Tiruvannamalai,Pernamallur,Kannanoor,12.46110,79.35830,10-01-2026,1.1,
Tamil Nadu,Tiruvannamalai,Pernamallur,Kolappalur,12.55830,79.35000,10-01-2026,1.5,
Tamil Nadu,Tiruvannamalai,Pernamallur,Nalladisennai,12.43610,79.41810,10-01-2026,2.9,
Tamil Nadu,Tiruvannamalai,PERNAMALLUR,,12.50780,79.41580,10-01-2026,1.66,
Tamil Nadu,Tiruvannamalai,Polur,Puliyankuppam,12.65860,79.11500,10-01-2026,7.82,
Tamil Nadu,Tiruvannamalai,Polur,Venmani,12.50940,79.14690,10-01-2026,2.16,
Tamil Nadu,Tiruvannamalai,PUDUPALAYAM,,12.38030,78.93420,10-01-2026,6.19,
Tamil Nadu,Tiruvannamalai,PUDUPALAYAM,,12.36310,79.02140,10-01-2026,2.02,
Tamil Nadu,Tiruvannamalai,PUDUPALAYAM,,12.32110,78.93220,10-01-2026,4.06,
Tamil Nadu,Tiruvannamalai,Thandrampet,Se. Andapattu,12.10830,78.83750,10-01-2026,2.33,
Tamil Nadu,Tiruvannamalai,Thandrampet,Thandarampattu,12.15420,78.94580,10-01-2026,7.83,
Tamil Nadu,Tiruvannamalai,THELLAR,,12.44060,79.62170,10-01-2026,17.12,
Tamil Nadu,Tiruvannamalai,THIRUVANNAMALAI,,12.27140,79.07640,10-01-2026,9.98,
Tamil Nadu,Tiruvannamalai,THIRUVANNAMALAI,,12.23940,79.10690,10-01-2026,9.04,
Tamil Nadu,Tiruvannamalai,THIRUVANNAMALAI,,12.14580,79.04720,10-01-2026,3.3,
Tamil Nadu,Tiruvannamalai,THIRUVANNAMALAI,,12.06940,79.04310,10-01-2026,3.79,
Tamil Nadu,Tiruvannamalai,Thurinjapuram,Vadapuzhithur,12.38750,79.10000,10-01-2026,2.31,
Tamil Nadu,Tiruvannamalai,Tiruvannamalai,12.Puthur,12.76670,79.26670,10-01-2026,1.8,
Tamil Nadu,Tiruvannamalai,Tiruvannamalai,Thiruvannamalai,12.22500,79.06670,10-01-2026,5.27,
Tamil Nadu,Tiruvannamalai,TURINJAPURAM,,12.38530,79.05560,10-01-2026,0.65,
Tamil Nadu,Tiruvannamalai,TURINJAPURAM,,12.38330,79.19580,10-01-2026,3.63,
Tamil Nadu,Tiruvannamalai,TURINJAPURAM,,12.33220,79.04670,10-01-2026,4.15,
Tamil Nadu,Tiruvannamalai,TURINJAPURAM,,12.32810,79.17610,10-01-2026,5.5,
Tamil Nadu,Tiruvannamalai,TURINJAPURAM,,12.31140,79.11750,10-01-2026,4.83,
Tamil Nadu,Tiruvannamalai,TURINJAPURAM,,12.27420,79.09720,10-01-2026,18.6,
Tamil Nadu,Tiruvannamalai,Vandavasi,Biruthur,12.50000,79.63330,10-01-2026,1.72,
Tamil Nadu,Tiruvannamalai,VANDAVASI,,12.55250,79.69280,10-01-2026,1.11,
Tamil Nadu,Tiruvannamalai,VANDAVASI,,12.50330,79.61470,10-01-2026,2.23,
Tamil Nadu,Tiruvannamalai,,,12.78330,79.48330,10-01-2026,4.3,
Tamil Nadu,Tiruvannamalai,,,12.67220,79.28330,10-01-2026,2.17,
Tamil Nadu,Tiruvarur,,,10.96190,79.65420,10-01-2026,1.71,
Tamil Nadu,Tiruvarur,,,10.94310,79.65420,10-01-2026,1.77,
Tamil Nadu,Tiruvarur,,,10.76940,79.40420,10-01-2026,7.08,
Tamil Nadu,Tiruvarur,,,10.76940,79.64580,10-01-2026,7.35,
Tamil Nadu,Tiruvarur,,,10.73610,79.50830,10-01-2026,10.32,
Tamil Nadu,Tiruvarur,,,10.66670,79.45000,10-01-2026,3.93,
Tamil Nadu,Tiruvarur,,,10.53330,79.65000,10-01-2026,1.53,
Tamil Nadu,Vellore,Anaicut,Chinnapallikuppam,12.76330,78.83860,10-01-2026,5.15,
Tamil Nadu,Vellore,Anaicut,Pallikonda,12.90420,78.94170,10-01-2026,4.5,
Tamil Nadu,Vellore,Gudiyattam,Nellorepettai,12.94440,78.84390,10-01-2026,1,
Tamil Nadu,Vellore,GUDIYATTAM,,12.94560,78.87470,10-01-2026,2.95,
Tamil Nadu,Vellore,K.V.Kuppam,Palayakrishnapuram,12.96110,78.98000,10-01-2026,1.87,
Tamil Nadu,Vellore,Peranambattu,Machampattu,12.86670,78.70830,10-01-2026,10.38,
Tamil Nadu,Vellore,THIMIRI,,12.92000,79.41000,10-01-2026,3.2,
Tamil Nadu,Vellore,TIRUPATTUR,,12.58310,79.21560,10-01-2026,4.62,
Tamil Nadu,Vellore,Vellore,Abdullapuram,12.91330,79.08560,10-01-2026,1.8,
Tamil Nadu,Vellore,Vellore,Poigai,12.89936,79.04782,10-01-2026,1.78,
Tamil Nadu,Vellore,VELLORE,,13.10640,79.49120,10-01-2026,5.52,
Tamil Nadu,Vellore,,,13.00080,78.74440,10-01-2026,5.81,
Tamil Nadu,Vellore,,,12.97120,79.06680,10-01-2026,2.06,
Tamil Nadu,Vellore,,,12.93990,78.84990,10-01-2026,28.31,
Tamil Nadu,Vellore,,,12.88550,78.82280,10-01-2026,6.3,
Tamil Nadu,Viluppuram,Gingee,Aalampoondi,12.25000,79.33170,10-01-2026,1.6,
Tamil Nadu,Viluppuram,Gingee,Aalampoondi,12.24830,79.33970,10-01-2026,1.29,
Tamil Nadu,Viluppuram,Gingee,Gingee,12.25000,79.41670,10-01-2026,1.28,
Tamil Nadu,Viluppuram,Gingee,Sakkarapuram,12.25220,79.41670,10-01-2026,4.48,
Tamil Nadu,Viluppuram,Mailam,Kutteripattu,12.15130,79.60509,10-01-2026,1.54,
Tamil Nadu,Viluppuram,Mailam,Mailam,12.12941,79.61968,10-01-2026,2.12,
Tamil Nadu,Viluppuram,MAILAM,,12.20080,79.55170,10-01-2026,7.86,
Tamil Nadu,Viluppuram,Marakkanam,Koonimedu,12.09440,79.89280,10-01-2026,0.5,
Tamil Nadu,Viluppuram,Marakkanam,Marakkanam,12.18995,79.94144,10-01-2026,5.81,
Tamil Nadu,Viluppuram,Marakkanam,Marakkanam,12.20830,79.95830,10-01-2026,3.93,
Tamil Nadu,Viluppuram,Marakkanam,Siruvadi,12.20470,79.84390,10-01-2026,1.64,
Tamil Nadu,Viluppuram,MARAKKANAM,,12.16500,79.69530,10-01-2026,1.49,
Tamil Nadu,Viluppuram,Mugaiyur,Arakandanallur,11.97420,79.22580,10-01-2026,1.37,
Tamil Nadu,Viluppuram,Mugaiyur,Mugaiyur,11.97920,79.31860,10-01-2026,1.99,
Tamil Nadu,Viluppuram,Olakkur,Achipakkam,12.26080,79.79325,10-01-2026,1.18,
Tamil Nadu,Viluppuram,Vallam,Vallam,12.25580,79.50720,10-01-2026,1.96,
Tamil Nadu,Viluppuram,Vanur,Karasanur,12.07135,79.67327,10-01-2026,2.32,
Tamil Nadu,Viluppuram,Vanur,Nallavur,12.13440,79.76000,10-01-2026,2.39,
Tamil Nadu,Viluppuram,Vanur,Thirusitrampalam,11.99170,79.78330,10-01-2026,2.85,
Tamil Nadu,Viluppuram,VANUR,,12.06690,79.83190,10-01-2026,2.54,
Tamil Nadu,Viluppuram,VANUR,,12.05830,79.81220,10-01-2026,23.21,
Tamil Nadu,Viluppuram,VANUR,,12.05610,79.65220,10-01-2026,1.66,
Tamil Nadu,Viluppuram,VANUR,,12.01110,79.79860,10-01-2026,2.02,
Tamil Nadu,Viluppuram,VANUR,,12.00310,79.79860,10-01-2026,21.52,
Tamil Nadu,Viluppuram,VANUR,,11.99280,79.84750,10-01-2026,9.22,
Tamil Nadu,Viluppuram,Vikravandi,Aavadaiyarpattu,12.03750,79.56250,10-01-2026,1.49,
Tamil Nadu,Viluppuram,,,11.85540,79.30840,10-01-2026,2.11,
Tamil Nadu,Virudhunagar,Aruppukottai,Kovilankulam,9.56667,78.07500,10-01-2026,2.9,
Tamil Nadu,Virudhunagar,Kariapatti,Aviyur,9.73889,78.10080,10-01-2026,2.13,
Tamil Nadu,Virudhunagar,Rajapalaiyam,Cholapuram,9.38333,77.55830,10-01-2026,2.96,
Tamil Nadu,Virudhunagar,Rajapalaiyam,Sammandhapuram,9.46250,77.54170,10-01-2026,2.45,
Tamil Nadu,Virudhunagar,Rajapalaiyam,Srivilliputtur R.F Exten,9.51167,77.45420,10-01-2026,4.9,
Tamil Nadu,Virudhunagar,Sattur,Nenmeni,9.32500,78.00830,10-01-2026,3.66,
Tamil Nadu,Virudhunagar,Sivakasi,Erichanatham,9.63333,77.81670,10-01-2026,6.21,
Tamil Nadu,Virudhunagar,Sivakasi,Kundarapatty,9.61531,77.88680,10-01-2026,3.8,
Tamil Nadu,Virudhunagar,Sivakasi,Sivakasi,9.45000,77.79170,10-01-2026,4.91,
Tamil Nadu,Virudhunagar,Srivilliputtur,Malli,9.49861,77.70000,10-01-2026,3.62,
Tamil Nadu,Virudhunagar,Srivilliputtur,Malli,9.49861,77.70000,10-01-2026,2.83,
Tamil Nadu,Virudhunagar,Tiruchuli,Narthampatti,9.46389,78.16500,10-01-2026,2.03,
Tamil Nadu,Virudhunagar,Virudhunagar,Allampatti,9.58333,77.95420,10-01-2026,2.46,
Tamil Nadu,Virudhunagar,Watrap,W Pudupatti,9.63028,77.64170,10-01-2026,6.04,
Tamil Nadu,Virudhunagar,,,9.63690,78.33850,10-01-2026,13.34,
Tamil Nadu,Virudhunagar,,,9.63110,77.76690,10-01-2026,5.43,
Tamil Nadu,Virudhunagar,,,9.63060,77.81920,10-01-2026,4.97,
Tamil Nadu,Virudhunagar,,,9.62960,78.08510,10-01-2026,8.85,
Tamil Nadu,Virudhunagar,,,9.60830,77.95000,10-01-2026,2.98,
Tamil Nadu,Virudhunagar,,,9.50200,77.64830,10-01-2026,1.3,
Tamil Nadu,Virudhunagar,,,9.46940,77.55830,10-01-2026,1.39,
Tamil Nadu,Virudhunagar,,,9.43670,77.71780,10-01-2026,8.66,
Tamil Nadu,Virudhunagar,,,9.39810,78.10430,10-01-2026,8.68,
Tamil Nadu,Virudhunagar,,,9.35280,77.91670,10-01-2026,4.4,
Tamil Nadu,Virudhunagar,,,9.25500,77.96940,10-01-2026,6.27,
Telangana,Adilabad,Bazarhatnoor,Morkhandi,18.52611,78.40000,10-01-2026,4.25,
Telangana,Adilabad,Bela,Bela,19.71864,78.76093,10-01-2026,3.82,
Telangana,Adilabad,Bela,Bela,19.71932,78.76240,10-01-2026,6.1,
Telangana,Adilabad,Bela,Ekori,19.70362,78.75921,10-01-2026,6.1,
Telangana,Adilabad,Boath,Karatwada,19.35850,78.29900,10-01-2026,19.55,
Telangana,Adilabad,Gadiguda,Dhaba K,19.58323,78.87082,10-01-2026,2.55,
Telangana,Adilabad,Gadiguda,Kadaki Sc Guda,19.54984,78.82915,10-01-2026,1.31,
Telangana,Adilabad,Gudihatnur,Sitagondi,19.58098,78.49373,10-01-2026,2.53,
Telangana,Adilabad,Ichoda,Echoda,19.42880,78.45071,10-01-2026,2.28,
Telangana,Adilabad,Indervelly,Danora,19.51242,78.58533,10-01-2026,4.35,
Telangana,Adilabad,Indervelly,Indravalli,19.50043,78.66223,10-01-2026,5.09,
Telangana,Adilabad,Indervelly,Mallapur,19.47947,78.61509,10-01-2026,11.16,
Telangana,Adilabad,Jainath,Jainath,19.73547,78.64206,10-01-2026,5.19,
Telangana,Adilabad,Narnoor,Sungapur,19.55276,78.79737,10-01-2026,87.7,
Telangana,Adilabad,Neradigonda,Kumari,19.35793,78.41467,10-01-2026,13.83,
Telangana,Adilabad,Neradigonda,Neredikonda,19.29786,78.40630,10-01-2026,2.25,
Telangana,Adilabad,Neradigonda,Tejapur,19.33372,78.39129,10-01-2026,0.73,
Telangana,Adilabad,Utnoor,Balampur,19.30273,78.80611,10-01-2026,4.84,
Telangana,Adilabad,Utnoor,Dantalapally,19.32634,78.81799,10-01-2026,5.58,
Telangana,Adilabad,Utnoor,Hasnapur,19.41680,78.79901,10-01-2026,3.82,
Telangana,ADILABAD,,,19.79600,78.39140,10-01-2026,2.44,
Telangana,ADILABAD,,,19.52610,78.34030,10-01-2026,28.29,
Telangana,ADILABAD,,,19.42880,78.45070,10-01-2026,10.89,
Telangana,Bhadradri Kothagudem,Aswapuram,Ashwapuram,17.82912,80.83025,10-01-2026,2.49,
Telangana,Bhadradri Kothagudem,Aswaraopeta,Kotha Mamillavariguda,17.38080,81.08946,10-01-2026,2.44,
Telangana,Bhadradri Kothagudem,Aswaraopeta,Vinayakapuram,17.34289,81.12024,10-01-2026,5.55,
Telangana,Bhadradri Kothagudem,Bhadrachalam,Badrachalam,17.67182,80.88676,10-01-2026,4.28,
Telangana,Bhadradri Kothagudem,Burgampahad,Sanjeevareddy Palem,17.64789,80.85284,10-01-2026,6.57,
Telangana,Bhadradri Kothagudem,Chandrugonda,Thungaram-Tekula Banjara,17.43361,80.60213,10-01-2026,4.6,
Telangana,Bhadradri Kothagudem,Cherla,Paranashala,17.93141,80.89643,10-01-2026,9.48,
Telangana,Bhadradri Kothagudem,Dammapeta,Dhammapeta,17.26735,81.01096,10-01-2026,2.83,
Telangana,Bhadradri Kothagudem,Dummugudem,Andhra Kesari Nagar(Dumm,17.86432,80.90138,10-01-2026,0.65,
Telangana,Bhadradri Kothagudem,Tekulapally,Bomanapalli,17.57040,80.57084,10-01-2026,2.37,
Telangana,Bhadradri Kothagudem,Tekulapally,Chintoni Chilka,17.63508,80.56002,10-01-2026,10.1,
Telangana,Bhadradri Kothagudem,Tekulapally,Sampathnagar,17.66581,80.53208,10-01-2026,6.5,
Telangana,Bhadradri Kothagudem,Yellandu,Mukundapuram,17.56925,80.25063,10-01-2026,1.35,
Telangana,Bhadradri Kothagudem,Yellandu,Yellandu,17.57677,80.33895,10-01-2026,1.37,
Telangana,HANAMKONDA,,,18.09960,79.44940,10-01-2026,4.46,
Telangana,HANAMKONDA,,,18.04690,79.53170,10-01-2026,9.11,
Telangana,Hanumakonda,Bheemadevarapalli,Kothakonda,18.04277,79.32669,10-01-2026,7.28,
Telangana,Hanumakonda,Elkathurthi,Yelakaturthy,18.09962,79.44936,10-01-2026,2.22,
Telangana,Hanumakonda,Velair,Velair,18.00545,79.33218,10-01-2026,1.75,
Telangana,Hyderabad,Amberpet,Malakpet,17.37168,78.49473,10-01-2026,3.15,
Telangana,Hyderabad,Bandlaguda,Chandrayan Gutta,17.32477,78.48043,10-01-2026,2.5,
Telangana,Hyderabad,Bandlaguda,Falaknama,17.33452,78.46822,10-01-2026,13.8,
Telangana,Hyderabad,Golconda,Bapu Ghat Baoli,17.37210,78.41355,10-01-2026,9.9,
Telangana,Hyderabad,Himayathnagar,Bagh Lingampally,17.40052,78.50014,10-01-2026,5.7,
Telangana,Hyderabad,Marredpally,Picket,17.45186,78.49576,10-01-2026,2.8,
Telangana,Hyderabad,Musheerabad,Dd Colony,17.40228,78.51988,10-01-2026,3.55,
Telangana,Hyderabad,Musheerabad,Osmania University,17.41916,78.52968,10-01-2026,4.83,
Telangana,Hyderabad,Secunderabad,Bansilalpet,17.43056,78.49333,10-01-2026,5.37,
Telangana,Hyderabad,Tirumalagiry,Tirumalgiri,17.47535,78.51099,10-01-2026,1.13,
Telangana,HYDERABAD,,,17.47360,78.51250,10-01-2026,1.49,
Telangana,HYDERABAD,,,17.47040,78.47610,10-01-2026,2.82,
Telangana,HYDERABAD,,,17.41920,78.52970,10-01-2026,5.34,
Telangana,HYDERABAD,,,17.38880,78.51810,10-01-2026,7.44,
Telangana,HYDERABAD,,,17.38460,78.43320,10-01-2026,14.62,
Telangana,HYDERABAD,,,17.37600,78.42390,10-01-2026,5.3,
Telangana,HYDERABAD,,,17.33450,78.46820,10-01-2026,3.47,
Telangana,Jagitial,Gollapalli,Mallannapeta,18.79953,79.01019,10-01-2026,3.14,
Telangana,Jagitial,Jagitial Rural,Chalgal,18.80407,78.87286,10-01-2026,0.62,
Telangana,Jagitial,Jagitial Rural,Polosa,18.83905,78.94760,10-01-2026,4.82,
Telangana,Jagitial,Jagtial,Jagithyal,18.77408,78.90965,10-01-2026,7.76,
Telangana,Jagitial,Jagtial,Jagityal,18.79752,78.90105,10-01-2026,4.93,
Telangana,Jagitial,Jagtial,Kolleda,18.85928,79.01131,10-01-2026,3.37,
Telangana,Jagitial,Kathalapur,Sirikonda,18.76028,78.69833,10-01-2026,1.06,
Telangana,Jagitial,Kodimial,Thirumalapur,18.65140,78.86470,10-01-2026,2.79,
Telangana,Jagitial,Korutla,Yakeenpur,18.78944,78.69432,10-01-2026,5.96,
Telangana,Jagitial,Mallial,Mallial,18.70427,78.94720,10-01-2026,0.97,
Telangana,Jagitial,Mallial,Tatipalli,18.69821,78.97552,10-01-2026,3.54,
Telangana,Jagitial,Medipalli,Govindaram,18.67250,78.77833,10-01-2026,4.05,
Telangana,Jagitial,Medipalli,Medipalli,18.79937,78.81374,10-01-2026,3.33,
Telangana,Jagitial,Medipalli,Medipally,18.80040,78.80510,10-01-2026,8.46,
Telangana,Jagitial,Metpalli,Metpalli,18.83952,78.64767,10-01-2026,5.36,
Telangana,Jagitial,Velgatoor,Kothapet,18.77800,79.19530,10-01-2026,4.44,
Telangana,JAGITYAL,,,18.65330,78.87830,10-01-2026,5.67,
Telangana,Jangaon,Bachannapeta,Alimpuram,17.82592,79.01633,10-01-2026,2.1,
Telangana,Jangaon,Devaruppula,Devrupala,17.53345,79.35280,10-01-2026,5.1,
Telangana,Jangaon,Ghanpur(Station),Ippagudem,17.76787,79.37455,10-01-2026,0.25,
Telangana,Jangaon,Ghanpur(Station),Thatikonda,17.87131,79.28907,10-01-2026,5.35,
Telangana,Jangaon,Kodakandla,Kodakandla,17.53551,79.50866,10-01-2026,4.33,
Telangana,Jangaon,Lingalaghanpur,Nellutla,17.70564,79.19046,10-01-2026,4.4,
Telangana,Jangaon,Narmetta,Veldanda,17.87275,79.10737,10-01-2026,1.21,
Telangana,Jangaon,Palakurthi,Palakurthi,17.66204,79.43042,10-01-2026,1.3,
Telangana,Jangaon,Raghunathpalle,Komnalla,17.78078,79.30045,10-01-2026,2.6,
Telangana,JANGAON,,,17.87080,79.28890,10-01-2026,3.86,
Telangana,JANGAON,,,17.85510,79.46110,10-01-2026,7.1,
Telangana,JANGAON,,,17.85070,79.36920,10-01-2026,6.07,
Telangana,JANGAON,,,17.84400,79.37480,10-01-2026,7.01,
Telangana,JANGAON,,,17.74050,79.23360,10-01-2026,1.9,
Telangana,JANGAON,,,17.73410,79.40850,10-01-2026,1.83,
Telangana,JANGAON,,,17.69200,79.11380,10-01-2026,3.48,
Telangana,JANGAON,,,17.62000,79.50250,10-01-2026,4.64,
Telangana,JANGAON,,,17.52140,79.36590,10-01-2026,6.09,
Telangana,Jayashankar Bhupalapally,Chityal,Chityal,18.33442,79.67967,10-01-2026,3.42,
Telangana,Jayashankar Bhupalapally,Ghanapur (Mulug),Ghanpur,18.31191,79.87040,10-01-2026,1.59,
Telangana,Jayashankar Bhupalapally,Kataram,Garepalli,18.62548,79.94479,10-01-2026,5.14,
Telangana,Jayashankar Bhupalapally,Kataram,Kataram,18.63936,79.95134,10-01-2026,6.02,
Telangana,Jogulamba Gadwal,Alampur,Alampur,15.87920,78.12560,10-01-2026,1.22,
Telangana,Jogulamba Gadwal,Gadwal,Kothapalle,16.28000,77.79960,10-01-2026,4.12,
Telangana,Jogulamba Gadwal,Ieeja,Medikonda,15.95600,77.61280,10-01-2026,3.51,
Telangana,Jogulamba Gadwal,Itikyal,Beechapally,16.16030,77.92860,10-01-2026,6.18,
Telangana,JOGULAMBA(GADWAL),,,16.03420,77.83440,10-01-2026,3.85,
Telangana,JOGULAMBA(GADWAL),,,15.94440,77.96230,10-01-2026,5.48,
Telangana,Kamareddy,Bhiknur,Baswapur,18.15241,78.41295,10-01-2026,2.54,
Telangana,Kamareddy,Bhiknur,Ryagutlapalli,18.14628,78.37297,10-01-2026,3.06,
Telangana,Kamareddy,Bichkunda,Bichkunda,18.40047,77.71484,10-01-2026,6.26,
Telangana,Kamareddy,Birkoor,Bairangaidi,18.49846,77.78429,10-01-2026,1.2,
Telangana,Kamareddy,Kamareddy,Ugrawai,18.33212,78.38589,10-01-2026,3,
Telangana,Kamareddy,Lingampet,Lingampet,18.24501,78.12630,10-01-2026,4.85,
Telangana,Kamareddy,Pitlam,Chinnakodapagal,18.25102,77.80393,10-01-2026,7.96,
Telangana,Kamareddy,Pitlam,Rampurkalan,18.32064,77.85047,10-01-2026,1.8,
Telangana,Kamareddy,Tadwai,Tadvai,18.31293,78.25473,10-01-2026,4.74,
Telangana,KAMAREDDY,,,18.40010,77.72510,10-01-2026,1,
Telangana,KAMAREDDY,,,18.25100,77.80390,10-01-2026,8.68,
Telangana,Karimnagar,Choppadandi,Aruna Konda,18.62180,79.16174,10-01-2026,2.68,
Telangana,Karimnagar,Choppadandi,Choppadandi,18.60005,79.16513,10-01-2026,7.11,
Telangana,Karimnagar,Huzurabad,Chelpur,18.23998,79.44951,10-01-2026,0.96,
Telangana,Karimnagar,Jammikunta,Thangula,18.37613,79.51004,10-01-2026,1.47,
Telangana,Karimnagar,Manakondur,Chenjerla,18.36165,79.23396,10-01-2026,1.39,
Telangana,Karimnagar,Manakondur,Gangipalle,18.36194,79.27972,10-01-2026,3.8,
Telangana,Karimnagar,Shankarapatnam,Gaddapaka,18.34529,79.35828,10-01-2026,2.14,
Telangana,Karimnagar,Shankarapatnam,Kesawapatnam,18.29346,79.30078,10-01-2026,7.26,
Telangana,Karimnagar,Shankarapatnam,Metpalle,18.29092,79.36979,10-01-2026,5.6,
Telangana,Karimnagar,Shankarapatnam,Tadikal,18.31227,79.28940,10-01-2026,2.54,
Telangana,Karimnagar,Thimmapur (L.M.D.),Nusthulpur,18.31864,79.17799,10-01-2026,1.03,
Telangana,Karimnagar,Veenavanka,Challoor,18.41002,79.35981,10-01-2026,3.23,
Telangana,KARIMNAGAR,,,18.60010,79.16510,10-01-2026,2.3,
Telangana,KARIMNAGAR,,,18.59950,78.77370,10-01-2026,6.48,
Telangana,KARIMNAGAR,,,18.50830,79.07750,10-01-2026,2.92,
Telangana,KARIMNAGAR,,,18.44490,79.28340,10-01-2026,8.13,
Telangana,KARIMNAGAR,,,18.29190,79.12360,10-01-2026,8.91,
Telangana,Khammam,Bonakal,Thutikuntla,17.10385,80.28344,10-01-2026,1.4,
Telangana,Khammam,Kamepally,Kottalingala,17.42022,80.24226,10-01-2026,3.6,
Telangana,Khammam,Kamepally,Vootukuru,17.45914,80.30470,10-01-2026,3.07,
Telangana,Khammam,Konijerla,Konijarla,17.22348,80.29402,10-01-2026,0.38,
Telangana,Khammam,Konijerla,Peddamunagala,17.16482,80.29586,10-01-2026,1,
Telangana,Khammam,Mudigonda,Krishnapuram,17.11628,80.13687,10-01-2026,1.15,
Telangana,Khammam,Nelakondapally,Guvvalagudem,17.14487,80.06496,10-01-2026,3.05,
Telangana,Khammam,Penubally,Sitarampuram,17.20084,80.64263,10-01-2026,6.28,
Telangana,Khammam,Singareni,Madharam,17.54282,80.22654,10-01-2026,3,
Telangana,Khammam,Thallada,Annarugudem,17.26044,80.42632,10-01-2026,1.53,
Telangana,Khammam,Thallada,Rangam Banjar Malsur Tan,17.19467,80.50877,10-01-2026,2,
Telangana,Khammam,Thirumalayapalem,Eluvarigudem,17.31844,79.96194,10-01-2026,1.25,
